id,timestamp,full_sq,life_sq,floor,state,max_floor,material,build_year,num_room,kitch_sq,full_all,sub_area,price_doc
19663,2014-06-16,62.0,36,1.0,1.0,6.0,1.0,2014.0,2.0,9,247469,Nekrasovka,6334200.0
11765,2013-11-01,54.0,30,5.0,2.0,12.0,1.0,1975.0,2.0,8,86206,Bibirevo,7300000.0
18852,2014-05-26,33.0,19,2.0,2.0,12.0,1.0,1972.0,1.0,7,28179,Basmannoe,7900000.0
10994,2013-10-04,39.0,22,11.0,1.0,12.0,6.0,2015.0,1.0,5,2942,Poselenie Filimonkovskoe,2675843.0
13431,2013-12-25,32.0,18,3.0,2.0,9.0,1.0,1985.0,1.0,6,105663,Juzhnoe Tushino,5850000.0
8833,2013-07-01,34.0,20,16.0,2.0,25.0,4.0,2012.0,1.0,10,13890,Poselenie Sosenskoe,3478200.0
19517,2014-06-09,51.0,30,3.0,1.0,7.0,2.0,1910.0,1.0,11,153248,Kotlovka,8176000.0
18854,2014-05-26,77.0,45,15.0,2.0,18.0,1.0,2015.0,2.0,11,13890,Poselenie Sosenskoe,7097580.0
23776,2014-10-21,32.0,18,9.0,2.0,9.0,1.0,1979.0,1.0,6,156377,Strogino,5850000.0
13429,2013-12-25,45.0,26,4.0,2.0,12.0,1.0,1968.0,2.0,6,76670,Zjuzino,7400000.0
3566,2012-09-10,37.0,21,5.0,2.0,9.0,3.0,2015.0,1.0,5,125111,Solncevo,2716000.0
21086,2014-07-24,72.0,41,15.0,3.0,22.0,4.0,2007.0,3.0,8,64317,Lomonosovskoe,19000000.0
17079,2014-04-07,64.0,37,4.0,2.0,17.0,1.0,2014.0,2.0,9,247469,Nekrasovka,6272000.0
26987,2014-12-21,74.0,43,6.0,2.0,16.0,1.0,1981.0,3.0,10,111874,Chertanovo Central'noe,9850000.0
26559,2014-12-16,75.0,44,7.0,2.0,17.0,1.0,1991.0,3.0,10,221709,Krjukovo,9700000.0
17433,2014-04-15,54.0,31,11.0,2.0,17.0,1.0,1989.0,2.0,9,130229,Moskvorech'e-Saburovo,2000000.0
28110,2015-02-27,39.0,22,12.0,2.0,12.0,5.0,1967.0,2.0,6,85083,Sokolinaja Gora,6800000.0
15049,2014-02-15,42.0,20,11.0,2.0,17.0,6.0,2012.0,1.0,10,39873,Poselenie Shherbinka,4450000.0
17849,2014-04-24,35.0,19,8.0,2.0,12.0,5.0,1967.0,1.0,9,61039,Ramenki,7500000.0
29519,2015-05-02,67.0,39,8.0,3.0,12.0,1.0,2001.0,2.0,11,83844,Obruchevskoe,15000000.0
16105,2014-03-17,33.0,19,2.0,2.0,9.0,2.0,1970.0,1.0,5,76156,Nagatino-Sadovniki,1250000.0
12355,2013-11-20,65.0,34,15.0,2.0,16.0,1.0,1972.0,2.0,9,61039,Ramenki,11600000.0
24400,2014-11-07,72.0,42,13.0,2.0,17.0,1.0,1994.0,3.0,10,102618,Juzhnoe Butovo,10150000.0
13363,2013-12-24,40.0,23,4.0,3.0,5.0,1.0,1961.0,2.0,5,1285626,Vnukovo,5000000.0
20158,2014-06-26,114.0,67,10.0,3.0,14.0,1.0,1999.0,5.0,9,37502,Sviblovo,21400000.0
16966,2014-04-03,44.0,25,7.0,2.0,9.0,2.0,1970.0,2.0,5,100846,Dmitrovskoe,6850000.0
11569,2013-10-25,68.0,39,3.0,2.0,16.0,1.0,1989.0,3.0,8,60315,Severnoe Medvedkovo,1500000.0
29346,2015-04-23,34.0,20,12.0,1.0,17.0,1.0,2016.0,1.0,10,21819,Poselenie Desjonovskoe,3865945.0
16907,2014-04-02,42.0,24,4.0,2.0,5.0,1.0,1963.0,2.0,5,13890,Poselenie Sosenskoe,5400000.0
24967,2014-11-19,117.0,68,8.0,1.0,12.0,1.0,2016.0,3.0,10,7341,Poselenie Moskovskij,13810590.0
13571,2013-12-31,31.0,18,5.0,2.0,9.0,1.0,1965.0,1.0,5,31167,Kuz'minki,5100000.0
23698,2014-10-18,63.0,33,13.0,2.0,17.0,1.0,2009.0,2.0,12,87713,Zapadnoe Degunino,5000000.0
18970,2014-05-27,46.0,27,4.0,3.0,9.0,1.0,1973.0,2.0,5,145088,Birjulevo Zapadnoe,6430000.0
13964,2014-01-21,38.0,19,2.0,3.0,14.0,1.0,2007.0,1.0,7,87713,Zapadnoe Degunino,6200000.0
29980,2015-05-27,96.0,56,5.0,1.0,5.0,1.0,2015.0,3.0,14,13890,Poselenie Sosenskoe,7823030.0
12573,2013-11-27,72.0,42,4.0,2.0,4.0,2.0,1959.0,3.0,10,166803,Shhukino,2000000.0
21656,2014-08-19,37.0,21,1.0,3.0,9.0,1.0,1977.0,1.0,6,68630,Lianozovo,5500000.0
13753,2014-01-15,52.0,30,10.0,3.0,17.0,1.0,2011.0,1.0,9,7341,Poselenie Moskovskij,4151574.0
24414,2014-11-07,74.0,43,5.0,3.0,17.0,1.0,2014.0,3.0,12,247469,Nekrasovka,7172000.0
29276,2015-04-21,59.0,34,5.0,3.0,9.0,1.0,1970.0,3.0,6,61039,Ramenki,12500000.0
23288,2014-10-06,76.0,44,7.0,2.0,17.0,1.0,1995.0,3.0,10,165727,Mar'ino,2000000.0
25374,2014-11-26,58.0,32,8.0,2.0,17.0,1.0,1994.0,2.0,10,165727,Mar'ino,10400000.0
218,2011-10-27,50.0,28,14.0,2.0,21.0,3.0,1962.0,2.0,7,89467,Fili Davydkovo,9200000.0
26343,2014-12-12,64.0,37,12.0,2.0,12.0,1.0,1983.0,3.0,8,102828,Kosino-Uhtomskoe,8450000.0
25220,2014-11-24,39.0,22,2.0,2.0,5.0,2.0,1961.0,2.0,5,73148,Vojkovskoe,7200000.0
9997,2013-08-22,31.0,17,4.0,3.0,8.0,5.0,1962.0,1.0,7,73007,Begovoe,8700000.0
12714,2013-12-02,46.0,27,5.0,3.0,9.0,1.0,1971.0,2.0,5,104410,Veshnjaki,6000000.0
15570,2014-02-28,45.0,26,19.0,1.0,19.0,4.0,2017.0,1.0,6,61039,Ramenki,7772400.0
26170,2014-12-09,56.0,18,4.0,1.0,6.0,2.0,2014.0,1.0,19,143661,Troickij okrug,5942622.0
9236,2013-07-16,136.0,76,18.0,2.0,24.0,3.0,2006.0,5.0,20,78507,Kuncevo,30000000.0
4248,2012-10-17,48.0,28,10.0,2.0,14.0,3.0,2015.0,2.0,7,13890,Poselenie Sosenskoe,4008900.0
1750,2012-03-31,32.0,18,3.0,2.0,6.0,3.0,1967.0,1.0,5,53786,Severnoe Tushino,5000000.0
12319,2013-11-20,62.0,35,1.0,1.0,6.0,6.0,2014.0,2.0,9,116742,Tverskoe,6496000.0
13847,2014-01-17,46.0,22,2.0,1.0,17.0,4.0,2014.0,1.0,11,13890,Poselenie Sosenskoe,4782209.0
10135,2013-08-28,45.0,26,7.0,1.0,25.0,1.0,2013.0,3.0,6,13890,Poselenie Sosenskoe,4641000.0
14828,2014-02-10,46.0,20,25.0,2.0,25.0,4.0,2003.0,1.0,9,178473,Pokrovskoe Streshnevo,9700000.0
2160,2012-05-15,32.0,18,2.0,2.0,3.0,3.0,1964.0,1.0,5,76670,Zjuzino,6500000.0
19564,2014-06-10,73.0,42,11.0,2.0,14.0,1.0,2015.0,2.0,10,13890,Poselenie Sosenskoe,6682880.0
19468,2014-06-07,40.0,22,2.0,2.0,14.0,5.0,1970.0,2.0,6,139322,Severnoe Izmajlovo,5950000.0
27091,2014-12-24,37.0,21,7.0,2.0,22.0,1.0,2016.0,1.0,5,39873,Poselenie Shherbinka,3809374.0
16402,2014-03-24,38.0,18,8.0,1.0,20.0,4.0,2012.0,1.0,9,101982,Tekstil'shhiki,6500000.0
18968,2014-05-27,39.0,20,17.0,3.0,22.0,1.0,1993.0,1.0,10,21155,Mitino,7050000.0
3847,2012-09-26,43.0,25,1.0,2.0,2.0,3.0,1964.0,1.0,6,57405,Preobrazhenskoe,6200000.0
21761,2014-08-21,65.0,38,1.0,2.0,1.0,6.0,2014.0,1.0,9,21819,Poselenie Desjonovskoe,5988292.0
26391,2014-12-13,37.0,18,25.0,3.0,25.0,4.0,2001.0,1.0,9,165727,Mar'ino,6950000.0
21177,2014-07-30,44.0,25,2.0,3.0,5.0,2.0,1959.0,2.0,5,112804,Filevskij Park,7000000.0
27311,2015-01-15,38.0,22,10.0,2.0,12.0,5.0,1969.0,2.0,6,55125,Babushkinskoe,6800000.0
21262,2014-08-04,54.0,31,5.0,3.0,5.0,1.0,1962.0,3.0,5,153248,Kotlovka,8500000.0
16963,2014-04-03,76.0,44,7.0,2.0,12.0,1.0,1997.0,3.0,10,102618,Juzhnoe Butovo,9650000.0
10740,2013-09-25,69.0,40,4.0,1.0,18.0,6.0,2015.0,2.0,13,17790,Poselenie Vnukovskoe,6912577.0
24808,2014-11-17,44.0,25,9.0,3.0,9.0,1.0,1971.0,2.0,5,81980,Jaroslavskoe,7200000.0
10416,2013-09-11,38.0,18,6.0,1.0,17.0,1.0,2014.0,1.0,7,247469,Nekrasovka,3958570.0
18522,2014-05-16,99.0,52,17.0,2.0,23.0,1.0,2011.0,3.0,10,125111,Solncevo,14000000.0
25944,2014-12-06,51.0,29,4.0,2.0,12.0,1.0,1973.0,2.0,8,76284,Nagatinskij Zaton,9600000.0
13892,2014-01-20,60.0,33,5.0,2.0,17.0,1.0,1983.0,2.0,10,48439,Zjablikovo,1000000.0
26686,2014-12-17,57.0,33,16.0,2.0,16.0,1.0,2014.0,2.0,8,116742,Tverskoe,4872880.0
23034,2014-09-29,44.0,25,2.0,3.0,9.0,5.0,1962.0,2.0,5,153248,Kotlovka,7000000.0
22299,2014-09-08,34.0,20,1.0,1.0,3.0,4.0,2017.0,1.0,5,8384,Poselenie Novofedorovskoe,1715200.0
11293,2013-10-16,38.0,22,16.0,1.0,17.0,1.0,2013.0,1.0,5,247469,Nekrasovka,4328140.0
26849,2014-12-19,92.0,54,4.0,3.0,12.0,1.0,2004.0,4.0,11,102828,Kosino-Uhtomskoe,13900000.0
10208,2013-08-31,72.0,42,25.0,2.0,32.0,3.0,2014.0,3.0,10,247469,Nekrasovka,6769824.0
11518,2013-10-24,46.0,27,5.0,3.0,5.0,2.0,1966.0,2.0,5,57995,Sokol,1000000.0
12783,2013-12-04,59.0,34,7.0,2.0,9.0,1.0,1977.0,3.0,5,48439,Zjablikovo,8000000.0
26215,2014-12-10,81.0,47,5.0,1.0,10.0,6.0,2015.0,3.0,13,13890,Poselenie Sosenskoe,9297498.0
26978,2014-12-20,37.0,21,5.0,3.0,5.0,2.0,1966.0,1.0,5,145576,Caricyno,4500000.0
20027,2014-06-24,47.0,27,12.0,3.0,12.0,1.0,1979.0,2.0,6,61396,Otradnoe,7600000.0
28015,2015-02-20,35.0,20,4.0,2.0,17.0,1.0,2000.0,1.0,9,165727,Mar'ino,6200000.0
18496,2014-05-16,44.0,25,3.0,1.0,9.0,1.0,1978.0,2.0,6,64931,Vostochnoe Degunino,7000000.0
9804,2013-08-14,57.0,33,6.0,3.0,8.0,5.0,1958.0,2.0,8,80791,Horoshevskoe,10500000.0
20602,2014-07-05,30.0,17,4.0,3.0,9.0,2.0,1964.0,1.0,5,139322,Severnoe Izmajlovo,6200000.0
2061,2012-05-02,38.0,19,6.0,2.0,11.0,3.0,1964.0,1.0,5,57405,Preobrazhenskoe,6300000.0
10943,2013-10-03,62.0,36,5.0,2.0,9.0,1.0,1966.0,3.0,6,37807,Savelki,6500000.0
30068,2015-06-01,42.0,24,2.0,2.0,5.0,2.0,1968.0,2.0,5,78418,Altuf'evskoe,6500000.0
23256,2014-10-03,42.0,24,3.0,2.0,5.0,1.0,1962.0,2.0,5,118843,Prospekt Vernadskogo,2000000.0
11986,2013-11-11,76.0,44,10.0,2.0,16.0,1.0,1981.0,3.0,10,165727,Mar'ino,10000000.0
28276,2015-03-10,73.0,42,6.0,2.0,6.0,2.0,1926.0,3.0,6,102618,Juzhnoe Butovo,10000000.0
17513,2014-04-16,69.0,40,3.0,1.0,3.0,1.0,2014.0,3.0,10,8384,Poselenie Novofedorovskoe,3683706.0
425,2011-11-22,90.0,52,8.0,2.0,13.0,3.0,2001.0,4.0,13,102618,Juzhnoe Butovo,11800000.0
14482,2014-02-03,40.0,23,1.0,3.0,5.0,2.0,1961.0,2.0,6,145576,Caricyno,5950000.0
13850,2014-01-17,48.0,28,4.0,3.0,9.0,1.0,1969.0,2.0,6,111874,Chertanovo Central'noe,7200000.0
18644,2014-05-20,73.0,42,11.0,2.0,17.0,1.0,1992.0,3.0,10,221709,Krjukovo,8700000.0
17101,2014-04-08,38.0,19,9.0,3.0,14.0,1.0,2000.0,1.0,7,76156,Nagatino-Sadovniki,6650000.0
29993,2015-05-28,43.0,25,3.0,3.0,9.0,1.0,1969.0,2.0,6,123000,Kon'kovo,8500000.0
15547,2014-02-28,63.0,37,8.0,1.0,17.0,1.0,2014.0,2.0,9,116742,Tverskoe,6858739.0
28366,2015-03-16,74.0,42,2.0,1.0,16.0,1.0,2013.0,3.0,9,142462,Mozhajskoe,4359600.0
16103,2014-03-17,94.0,55,1.0,1.0,3.0,1.0,2014.0,3.0,14,156377,Strogino,16320520.0
23342,2014-10-07,45.0,26,9.0,2.0,12.0,1.0,1973.0,2.0,6,145088,Birjulevo Zapadnoe,5900000.0
21540,2014-08-15,42.0,24,1.0,3.0,5.0,2.0,1974.0,2.0,5,1285626,Vnukovo,5000000.0
12758,2013-12-03,75.0,44,2.0,3.0,5.0,2.0,1955.0,3.0,7,19940,Nizhegorodskoe,9800000.0
13196,2013-12-17,101.0,59,17.0,2.0,22.0,1.0,1999.0,4.0,10,21155,Mitino,14700000.0
17880,2014-04-25,40.0,23,3.0,2.0,6.0,2.0,1961.0,2.0,6,76670,Zjuzino,6900000.0
23116,2014-09-30,32.0,18,3.0,2.0,9.0,1.0,1970.0,1.0,6,79576,Losinoostrovskoe,2000000.0
30098,2015-06-03,42.0,24,2.0,2.0,5.0,1.0,1964.0,2.0,5,1452550,Bogorodskoe,6150000.0
21276,2014-08-04,37.0,21,1.0,2.0,9.0,5.0,1963.0,2.0,7,31167,Kuz'minki,5650000.0
26041,2014-12-09,44.0,25,1.0,2.0,5.0,1.0,1960.0,2.0,5,64317,Lomonosovskoe,7700000.0
20444,2014-06-30,46.0,27,10.0,3.0,12.0,5.0,1969.0,2.0,5,79576,Losinoostrovskoe,8000000.0
12432,2013-11-25,32.0,18,2.0,2.0,9.0,1.0,1976.0,1.0,6,178264,Jasenevo,1000000.0
6395,2013-03-11,43.0,25,1.0,2.0,7.0,3.0,2014.0,1.0,6,9553,Poselenie Voskresenskoe,4238000.0
14022,2014-01-23,30.0,17,4.0,2.0,5.0,2.0,1960.0,1.0,6,78810,Koptevo,5150000.0
18441,2014-05-15,37.0,21,4.0,2.0,9.0,1.0,1967.0,2.0,7,31167,Kuz'minki,2100000.0
27066,2014-12-23,34.0,20,1.0,3.0,9.0,2.0,1966.0,2.0,6,96959,Levoberezhnoe,6000000.0
25241,2014-11-25,43.0,25,4.0,2.0,10.0,1.0,1968.0,2.0,6,130396,Cheremushki,8500000.0
20495,2014-07-01,31.0,18,1.0,2.0,5.0,1.0,1964.0,1.0,5,57405,Preobrazhenskoe,5700000.0
11639,2013-10-29,31.0,18,5.0,3.0,5.0,2.0,1965.0,1.0,5,72131,Novogireevo,5000000.0
21091,2014-07-25,37.0,21,2.0,2.0,9.0,1.0,1973.0,1.0,5,142243,Lefortovo,4300000.0
22011,2014-08-29,48.0,28,3.0,3.0,12.0,1.0,1974.0,2.0,7,1716730,Birjulevo Vostochnoe,6680000.0
24166,2014-10-30,40.0,23,3.0,1.0,9.0,1.0,2014.0,1.0,6,21819,Poselenie Desjonovskoe,4102184.0
10615,2013-09-19,52.0,30,17.0,1.0,17.0,1.0,2013.0,2.0,7,247469,Nekrasovka,5159342.0
13271,2013-12-19,43.0,25,1.0,2.0,5.0,2.0,1972.0,2.0,5,39873,Poselenie Shherbinka,4100000.0
14522,2014-02-03,55.0,30,8.0,3.0,14.0,1.0,2002.0,2.0,11,102618,Juzhnoe Butovo,8100000.0
28423,2015-03-18,52.0,30,5.0,2.0,12.0,1.0,1975.0,2.0,10,89971,Ljublino,7200000.0
12178,2013-11-14,74.12555529576807,43,7.0,1.0,25.0,1.0,2008.0,3.0,18,7341,Poselenie Moskovskij,5300000.0
13378,2013-12-24,79.0,41,13.0,1.0,14.0,4.0,2014.0,3.0,11,9553,Poselenie Voskresenskoe,7396800.0
23240,2014-10-03,32.0,18,3.0,3.0,9.0,5.0,1964.0,1.0,5,115352,Nagornoe,6765000.0
16108,2014-03-17,44.0,25,1.0,1.0,4.0,4.0,2014.0,1.0,6,87713,Zapadnoe Degunino,4017120.0
15252,2014-02-20,30.0,17,1.0,2.0,5.0,2.0,1967.0,1.0,6,89467,Fili Davydkovo,1000000.0
20931,2014-07-17,48.0,28,12.0,3.0,12.0,5.0,1966.0,2.0,9,28179,Basmannoe,11200000.0
22324,2014-09-09,32.0,17,5.0,2.0,5.0,5.0,1965.0,1.0,5,41504,Beskudnikovskoe,5200000.0
2829,2012-07-12,58.0,34,14.0,2.0,15.0,3.0,2015.0,2.0,8,13890,Poselenie Sosenskoe,5829000.0
17893,2014-04-25,45.0,26,2.0,2.0,5.0,5.0,1962.0,2.0,5,155427,Horoshevo-Mnevniki,6950000.0
24118,2014-10-29,37.0,21,9.0,2.0,15.0,1.0,2014.0,1.0,5,116742,Tverskoe,3396443.0
20049,2014-06-24,85.0,50,10.0,1.0,20.0,1.0,2015.0,3.0,12,17790,Poselenie Vnukovskoe,9203826.0
4173,2012-10-11,43.0,18,2.0,2.0,4.0,3.0,2014.0,1.0,6,9553,Poselenie Voskresenskoe,3488791.0
21678,2014-08-20,74.0,43,2.0,4.0,10.0,2.0,1958.0,3.0,7,21040,Dorogomilovo,2000000.0
14611,2014-02-05,58.0,30,2.0,2.0,7.0,1.0,1997.0,2.0,11,77878,Orehovo-Borisovo Severnoe,8100000.0
11135,2013-10-10,38.0,19,10.0,2.0,16.0,1.0,1982.0,1.0,8,76284,Nagatinskij Zaton,1000000.0
13170,2013-12-17,31.0,18,5.0,1.0,5.0,5.0,1961.0,1.0,5,26943,Mar'ina Roshha,5650000.0
17508,2014-04-16,83.0,48,8.0,2.0,8.0,2.0,1917.0,3.0,10,108171,Zamoskvorech'e,22350000.0
20322,2014-06-28,70.0,41,2.0,2.0,12.0,5.0,1980.0,3.0,8,61039,Ramenki,5000000.0
8377,2013-06-07,32.0,18,7.0,2.0,9.0,1.0,1975.0,1.0,5,125354,Chertanovo Severnoe,5100000.0
28948,2015-04-07,41.0,20,2.0,3.0,6.0,1.0,1998.0,1.0,8,102618,Juzhnoe Butovo,5900000.0
13206,2013-12-18,56.0,32,6.0,1.0,25.0,1.0,2015.0,2.0,8,21155,Mitino,8490011.0
15874,2014-03-11,32.0,18,4.0,2.0,9.0,1.0,1963.0,1.0,5,31167,Kuz'minki,5650000.0
20505,2014-07-01,61.0,35,13.0,3.0,22.0,1.0,1985.0,2.0,10,178264,Jasenevo,12900000.0
16269,2014-03-20,73.0,42,8.0,2.0,14.0,1.0,1992.0,3.0,10,221709,Krjukovo,8200000.0
19591,2014-06-11,38.66404084609774,22,2.0,2.0,2.0,1.0,2014.0,1.0,5,39873,Poselenie Shherbinka,7212996.0
25785,2014-12-04,62.0,36,2.0,1.0,22.0,4.0,2014.0,2.0,9,17790,Poselenie Vnukovskoe,6368080.0
24515,2014-11-10,38.0,22,15.0,1.0,17.0,1.0,2013.0,1.0,5,7341,Poselenie Moskovskij,3722306.0
23745,2014-10-20,38.0,20,12.0,2.0,14.0,1.0,2002.0,1.0,8,27992,Juzhnoe Medvedkovo,7200000.0
28170,2015-03-02,70.0,41,7.0,1.0,9.0,4.0,2015.0,2.0,10,17790,Poselenie Vnukovskoe,9679408.0
13109,2013-12-13,42.0,20,13.0,2.0,14.0,1.0,1992.0,1.0,8,27992,Juzhnoe Medvedkovo,4250000.0
17226,2014-04-10,77.0,44,6.0,2.0,17.0,1.0,2002.0,3.0,10,139322,Severnoe Izmajlovo,14100000.0
8189,2013-05-28,63.0,37,17.0,1.0,17.0,4.0,2013.0,2.0,9,247469,Nekrasovka,5903808.0
27511,2015-01-26,44.0,25,5.0,2.0,9.0,1.0,1968.0,2.0,5,83369,Rjazanskij,7800000.0
30342,2015-06-20,37.0,21,4.0,3.0,5.0,2.0,1962.0,1.0,5,118945,Vostochnoe Izmajlovo,3700000.0
24577,2014-11-11,59.0,34,12.0,1.0,12.0,1.0,2015.0,2.0,8,115352,Nagornoe,11726017.0
25281,2014-11-25,64.0,37,16.0,1.0,20.0,1.0,2015.0,2.0,9,17790,Poselenie Vnukovskoe,8386952.0
20851,2014-07-15,37.0,21,3.0,2.0,5.0,1.0,1964.0,1.0,5,153248,Kotlovka,5500000.0
15663,2014-03-04,63.0,37,5.0,2.0,17.0,1.0,2015.0,2.0,9,17790,Poselenie Vnukovskoe,6424005.0
17225,2014-04-10,68.0,40,13.0,2.0,16.0,5.0,1976.0,3.0,7,12327,Gol'janovo,9100000.0
25694,2014-12-02,38.0,19,15.0,3.0,17.0,1.0,1996.0,1.0,8,85721,Brateevo,6500000.0
22431,2014-09-11,62.0,36,1.0,3.0,5.0,2.0,1928.0,3.0,5,57999,Presnenskoe,12500000.0
13746,2014-01-15,76.0,44,3.0,2.0,14.0,1.0,1986.0,4.0,8,48439,Zjablikovo,10500000.0
23707,2014-10-18,59.0,33,11.0,3.0,17.0,1.0,1985.0,2.0,10,85721,Brateevo,8500000.0
11989,2013-11-11,51.0,30,11.0,3.0,17.0,1.0,1987.0,2.0,8,94561,Novokosino,7800000.0
30180,2015-06-08,77.0,45,16.0,1.0,17.0,1.0,2015.0,3.0,11,17790,Poselenie Vnukovskoe,9066634.0
29593,2015-05-07,65.0,30,13.0,1.0,17.0,4.0,2015.0,2.0,9,9553,Poselenie Voskresenskoe,6823584.0
29826,2015-05-20,47.0,27,21.0,1.0,22.0,1.0,2015.0,1.0,7,112804,Filevskij Park,10200547.0
14347,2014-01-30,71.0,41,3.0,2.0,8.0,2.0,1937.0,3.0,7,73007,Begovoe,15500000.0
19335,2014-06-04,44.0,25,6.0,3.0,9.0,1.0,1969.0,2.0,5,125111,Solncevo,6350000.0
7544,2013-04-23,87.0,51,9.0,2.0,11.0,3.0,2015.0,4.0,13,13890,Poselenie Sosenskoe,6627200.0
23050,2014-09-29,43.0,25,15.0,1.0,17.0,1.0,2016.0,1.0,6,13890,Poselenie Sosenskoe,5128110.0
13144,2013-12-16,40.0,20,4.0,3.0,17.0,1.0,2004.0,1.0,8,36154,Perovo,1000000.0
14143,2014-01-27,60.0,33,13.0,3.0,17.0,1.0,2002.0,2.0,13,41504,Beskudnikovskoe,2000000.0
25491,2014-11-28,45.0,26,4.0,3.0,9.0,1.0,1970.0,2.0,5,1318695,Vyhino-Zhulebino,3000000.0
27189,2014-12-29,36.0,21,3.0,2.0,4.0,4.0,2014.0,1.0,5,21819,Poselenie Desjonovskoe,4000901.0
17297,2014-04-11,38.66404084609774,22,19.0,1.0,29.0,4.0,2008.0,1.0,5,1362363,Akademicheskoe,24000000.0
13327,2013-12-23,79.0,45,11.0,2.0,22.0,1.0,1988.0,3.0,9,130229,Moskvorech'e-Saburovo,10300000.0
18174,2014-05-06,35.0,19,8.0,3.0,12.0,5.0,1967.0,1.0,10,122862,Izmajlovo,6600000.0
24157,2014-10-30,59.0,34,8.0,3.0,9.0,1.0,1973.0,3.0,6,157010,Ivanovskoe,9100000.0
20452,2014-06-30,41.0,24,2.0,3.0,5.0,5.0,1961.0,2.0,6,65972,Ostankinskoe,7300000.0
19233,2014-06-02,32.0,18,7.0,3.0,9.0,1.0,1978.0,1.0,6,178264,Jasenevo,6600000.0
25931,2014-12-06,40.0,19,9.0,3.0,15.0,2.0,1972.0,3.0,8,145576,Caricyno,7600000.0
20828,2014-07-14,36.0,21,2.0,3.0,14.0,2.0,1995.0,1.0,7,61396,Otradnoe,6400000.0
15856,2014-03-10,32.0,18,2.0,2.0,9.0,1.0,1977.0,1.0,6,48439,Zjablikovo,5500000.0
25638,2014-12-02,40.0,23,7.0,1.0,17.0,6.0,2016.0,1.0,10,178473,Pokrovskoe Streshnevo,8916432.0
10243,2013-09-03,44.0,25,2.0,3.0,9.0,1.0,1974.0,2.0,6,157010,Ivanovskoe,7000000.0
27532,2015-01-26,74.12555529576807,43,3.0,1.0,3.0,2.0,2015.0,3.0,11,13890,Poselenie Sosenskoe,9978366.0
23273,2014-10-06,58.0,30,7.0,3.0,14.0,1.0,2001.0,2.0,12,32071,Staroe Krjukovo,7150000.0
23820,2014-10-22,46.0,27,3.0,3.0,12.0,4.0,2008.0,2.0,8,221709,Krjukovo,1050000.0
16523,2014-03-26,37.0,21,3.0,1.0,4.0,1.0,1971.0,1.0,5,104410,Veshnjaki,2029417.0
30279,2015-06-16,51.0,30,2.0,1.0,2.0,1.0,2014.0,2.0,7,116742,Tverskoe,2483200.0
21940,2014-08-27,53.0,30,9.0,2.0,12.0,1.0,1982.0,2.0,8,86206,Bibirevo,1100000.0
17983,2014-04-29,54.0,31,1.0,1.0,15.0,4.0,2015.0,2.0,8,21155,Mitino,9699848.0
30010,2015-05-28,64.0,32,5.0,1.0,9.0,1.0,2016.0,2.0,12,17790,Poselenie Vnukovskoe,8625580.0
12635,2013-11-29,79.0,46,10.0,3.0,17.0,1.0,2005.0,3.0,10,27992,Juzhnoe Medvedkovo,14500000.0
16276,2014-03-20,74.12555529576807,43,1.0,2.0,14.0,1.0,2014.0,3.0,11,116742,Tverskoe,11416568.0
9046,2013-07-09,49.0,28,7.0,2.0,11.0,3.0,1965.0,2.0,7,145576,Caricyno,6900000.0
12711,2013-12-02,60.0,35,2.0,1.0,15.0,2.0,2014.0,2.0,10,116742,Tverskoe,5154704.0
11680,2013-10-30,76.0,44,6.0,2.0,14.0,1.0,2004.0,3.0,12,89971,Ljublino,11500000.0
19602,2014-06-11,93.0,54,2.0,3.0,12.0,4.0,2011.0,3.0,13,13890,Poselenie Sosenskoe,5425000.0
26663,2014-12-17,35.0,18,3.0,2.0,5.0,2.0,1979.0,1.0,8,78507,Kuncevo,7200000.0
24578,2014-11-11,31.0,18,3.0,3.0,8.0,2.0,1962.0,1.0,6,91100,Donskoe,7500000.0
15039,2014-02-14,31.0,18,4.0,3.0,5.0,1.0,1967.0,1.0,5,145576,Caricyno,5100000.0
2902,2012-07-18,39.0,22,6.0,2.0,13.0,3.0,1968.0,1.0,5,81887,Hovrino,5000000.0
29102,2015-04-13,32.0,18,5.0,3.0,9.0,5.0,1964.0,1.0,5,89467,Fili Davydkovo,6300000.0
397,2011-11-18,63.0,37,4.0,2.0,7.0,3.0,1978.0,2.0,9,27992,Juzhnoe Medvedkovo,7400000.0
25081,2014-11-21,32.0,18,9.0,2.0,9.0,2.0,1978.0,1.0,6,61396,Otradnoe,6000000.0
28835,2015-04-02,62.0,36,12.0,1.0,17.0,4.0,2015.0,2.0,9,17790,Poselenie Vnukovskoe,7966682.0
20923,2014-07-17,35.0,19,8.0,3.0,12.0,5.0,1967.0,1.0,9,1318695,Vyhino-Zhulebino,5900000.0
25605,2014-12-01,78.0,45,9.0,1.0,17.0,1.0,2015.0,2.0,11,13890,Poselenie Sosenskoe,6630690.0
12815,2013-12-04,36.0,19,3.0,2.0,12.0,1.0,1996.0,1.0,7,102618,Juzhnoe Butovo,5250000.0
19796,2014-06-18,37.0,21,10.0,1.0,17.0,6.0,2015.0,1.0,5,2942,Poselenie Filimonkovskoe,2199436.0
17642,2014-04-21,51.0,30,5.0,2.0,17.0,1.0,2013.0,2.0,7,7341,Poselenie Moskovskij,5080042.0
922,2012-01-24,30.0,17,5.0,2.0,8.0,3.0,1962.0,1.0,5,31167,Kuz'minki,4500000.0
